,game_num,runtime,num_players,discussion,impostor_type,innocent_type,name,agent,killer,num_turns,banished,killed,escaped,num_killed,num_escaped,duplicate_search_rate,vote_rate_for_self,vote_rate_for_killer,witness_vote_rate_for_killer,non_witness_vote_rate_for_killer,story,actions,votes,witness_during_vote,graph,graph_new_triplets_cnt,graph_replacements_cnt
0,1,303.80653738975525,5,True,Player,AriGraphPlayer,Sally,llama,False,2,False,False,False,,,0.0,0.0,1.0,1.0,,"Turn #1
        Location: Bathroom
        Other Players in Bathroom: Tim and Regan
        Your Action: Search the shower

You searched the shower but didn't find the key.

Turn #2
        Location: Bathroom
        Other Players in Bathroom: Tim and Regan
        Your Action: Search the sink

You searched the sink but didn't find the key.

You saw Bryce kill Lena in the Kitchen!

Lena was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Sally
2. Bryce
3. Tim
4. Regan
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Sally: ""I think we should banish Bryce. I saw him kill Lena in the kitchen, and that's a pretty clear indication that he's the killer. We can't take any chances, and voting him out is the safest option for us. I'm voting for Bryce because I believe he's the one who's been hiding in the house with us, waiting to strike.""
Bryce: ""I'm voting for Sally, I think she's hiding something and her reaction to the situation seems overly dramatic for someone who's genuinely afraid. Plus she just accused me of being the killer, that's suspicious in itself.""
Tim: ""I think we should banish Bryce. He's the one who killed Lena, and I have no reason to trust him. His alibi for being in the bathroom with us earlier doesn't hold up now that I think about it, and he's clearly trying to deflect suspicion onto Sally. I'm voting for Bryce because he's shown us his violent side, and I don't think it's safe to let him stay in the house with us.""
Regan: ""I think we should banish Bryce, I didn't see him kill Lena in the kitchen, Sally said that, and I wasn't in the kitchen at that time, Tim thinks Bryce killed Lena and his alibi for being in the bathroom with us earlier doesn't hold up now, that's a pretty strong indication for me, so I'm voting for Bryce because I don't think he's being honest about his actions and whereabouts.""

Here are the votes:
Sally voted to banish Bryce
Bryce voted to banish Tim
Tim voted to banish Bryce
Regan voted to banish Bryce
Bryce was banished from the house!


You banished the killer! You win!!!

","['Search the shower', 'Search the sink']",['Bryce'],[True],,"[6, 17, 44]","[3, 4, 5]"
1,1,303.80653738975525,5,True,Player,AriGraphPlayer,Bryce,llama,True,2,True,,,1,0,,0.0,0.0,,0.0,"Turn #1
        Location: Kitchen
        Other Players in Kitchen: Lena
        Your Action: Search the fridge

You're the killer! You cannot search for the key. You must kill the other players.

Turn #2
        Location: Kitchen
        Other Players in Kitchen: Lena
        Your Action: Kill Lena

You killed Lena! Good job. You have 3 left to kill.

Lena was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Sally
2. Bryce
3. Tim
4. Regan
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Sally: ""I think we should banish Bryce. I saw him kill Lena in the kitchen, and that's a pretty clear indication that he's the killer. We can't take any chances, and voting him out is the safest option for us. I'm voting for Bryce because I believe he's the one who's been hiding in the house with us, waiting to strike.""
Bryce: ""I'm voting for Sally, I think she's hiding something and her reaction to the situation seems overly dramatic for someone who's genuinely afraid. Plus she just accused me of being the killer, that's suspicious in itself.""
Tim: ""I think we should banish Bryce. He's the one who killed Lena, and I have no reason to trust him. His alibi for being in the bathroom with us earlier doesn't hold up now that I think about it, and he's clearly trying to deflect suspicion onto Sally. I'm voting for Bryce because he's shown us his violent side, and I don't think it's safe to let him stay in the house with us.""
Regan: ""I think we should banish Bryce, I didn't see him kill Lena in the kitchen, Sally said that, and I wasn't in the kitchen at that time, Tim thinks Bryce killed Lena and his alibi for being in the bathroom with us earlier doesn't hold up now, that's a pretty strong indication for me, so I'm voting for Bryce because I don't think he's being honest about his actions and whereabouts.""

Here are the votes:
Sally voted to banish Bryce
Bryce voted to banish Tim
Tim voted to banish Bryce
Regan voted to banish Bryce
Bryce was banished from the house!


You were banished from the house. You lose.","['Search the fridge', 'Kill Lena']",['Tim'],[False],,,
2,1,303.80653738975525,5,True,Player,AriGraphPlayer,Tim,llama,False,2,False,False,False,,,0.0,0.0,1.0,1.0,,"Turn #1
        Location: Bathroom
        Other Players in Bathroom: Sally and Regan
        Your Action: Search the shower

You searched the shower but didn't find the key.

Turn #2
        Location: Bathroom
        Other Players in Bathroom: Sally and Regan
        Your Action: Search the sink

You searched the sink but didn't find the key.

You saw Bryce kill Lena in the Kitchen!

Lena was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Sally
2. Bryce
3. Tim
4. Regan
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Sally: ""I think we should banish Bryce. I saw him kill Lena in the kitchen, and that's a pretty clear indication that he's the killer. We can't take any chances, and voting him out is the safest option for us. I'm voting for Bryce because I believe he's the one who's been hiding in the house with us, waiting to strike.""
Bryce: ""I'm voting for Sally, I think she's hiding something and her reaction to the situation seems overly dramatic for someone who's genuinely afraid. Plus she just accused me of being the killer, that's suspicious in itself.""
Tim: ""I think we should banish Bryce. He's the one who killed Lena, and I have no reason to trust him. His alibi for being in the bathroom with us earlier doesn't hold up now that I think about it, and he's clearly trying to deflect suspicion onto Sally. I'm voting for Bryce because he's shown us his violent side, and I don't think it's safe to let him stay in the house with us.""
Regan: ""I think we should banish Bryce, I didn't see him kill Lena in the kitchen, Sally said that, and I wasn't in the kitchen at that time, Tim thinks Bryce killed Lena and his alibi for being in the bathroom with us earlier doesn't hold up now, that's a pretty strong indication for me, so I'm voting for Bryce because I don't think he's being honest about his actions and whereabouts.""

Here are the votes:
Sally voted to banish Bryce
Bryce voted to banish Tim
Tim voted to banish Bryce
Regan voted to banish Bryce
Bryce was banished from the house!


You banished the killer! You win!!!

","['Search the shower', 'Search the sink']",['Bryce'],[True],,"[6, 33, 30]","[2, 3, 23]"
3,1,303.80653738975525,5,True,Player,AriGraphPlayer,Lena,llama,False,2,False,True,False,,,0.0,,,,,"Turn #1
        Location: Kitchen
        Other Players in Kitchen: Bryce
        Your Action: Search the cabinets

You searched the cabinets but didn't find the key.

Turn #2
        Location: Kitchen
        Other Players in Kitchen: Bryce
        Your Action: Go to the Hallway


You were killed by Bryce! You lose.","['Search the cabinets', 'Go to the Hallway']",[],[],,[6],[2]
4,1,303.80653738975525,5,True,Player,AriGraphPlayer,Regan,llama,False,2,False,False,False,,,0.0,0.0,1.0,,1.0,"Turn #1
        Location: Bathroom
        Other Players in Bathroom: Sally and Tim
        Your Action: Search the shower

You searched the shower but didn't find the key.

Turn #2
        Location: Bathroom
        Other Players in Bathroom: Sally and Tim
        Your Action: Search the sink

You searched the sink but didn't find the key.

Lena was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Sally
2. Bryce
3. Tim
4. Regan
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Sally: ""I think we should banish Bryce. I saw him kill Lena in the kitchen, and that's a pretty clear indication that he's the killer. We can't take any chances, and voting him out is the safest option for us. I'm voting for Bryce because I believe he's the one who's been hiding in the house with us, waiting to strike.""
Bryce: ""I'm voting for Sally, I think she's hiding something and her reaction to the situation seems overly dramatic for someone who's genuinely afraid. Plus she just accused me of being the killer, that's suspicious in itself.""
Tim: ""I think we should banish Bryce. He's the one who killed Lena, and I have no reason to trust him. His alibi for being in the bathroom with us earlier doesn't hold up now that I think about it, and he's clearly trying to deflect suspicion onto Sally. I'm voting for Bryce because he's shown us his violent side, and I don't think it's safe to let him stay in the house with us.""
Regan: ""I think we should banish Bryce, I didn't see him kill Lena in the kitchen, Sally said that, and I wasn't in the kitchen at that time, Tim thinks Bryce killed Lena and his alibi for being in the bathroom with us earlier doesn't hold up now, that's a pretty strong indication for me, so I'm voting for Bryce because I don't think he's being honest about his actions and whereabouts.""

Here are the votes:
Sally voted to banish Bryce
Bryce voted to banish Tim
Tim voted to banish Bryce
Regan voted to banish Bryce
Bryce was banished from the house!


You banished the killer! You win!!!

","['Search the shower', 'Search the sink']",['Bryce'],[False],,"[5, 14, 14]","[1, 3, 6]"
5,2,500.6395025253296,5,True,Player,AriGraphPlayer,Regan,llama,False,2,False,True,False,,,0.0,,,,,"Turn #1
        Location: Bedroom
        Other Players in Bedroom: Bryce, Lena, and Bob
        Your Action: Search the closet

You found the key in the closet! Find the door and escape to win the game.

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Bryce, Lena, and Bob
        Your Action: Go to the Hallway


You were killed by Bryce! You lose.","['Search the closet', 'Go to the Hallway']",[],[],,[18],[5]
6,2,500.6395025253296,5,True,Player,AriGraphPlayer,Bryce,llama,True,4,False,,,3,0,,0.0,0.0,,0.0,"Turn #1
        Location: Bedroom
        Other Players in Bedroom: Regan, Lena, and Bob
        Your Action: Search the pillow

You're the killer! You cannot search for the key. You must kill the other players.

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Regan, Lena, and Bob
        Your Action: Kill Regan

You killed Regan! Good job. You have 3 left to kill.

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Bryce
2. Lena
3. Bob
4. Tim
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Bryce: ""I don't think it's me, I searched the pillow and didn't find anything. I'm going to vote for Tim, I saw him being a bit suspicious when Regan died.""
Lena: ""I'm not entirely convinced by Bryce's suspicion of Tim, but I'll give him a chance. Considering Regan was killed when I was searching the closet, I think it's more likely that the killer was in the same room as me. I noticed that Bob was also in the room, and since I didn't find anything suspicious about him before Regan's death, I'm going to vote for Bob. I'm not sure what his motives are, but his presence in the room at the time of Regan's death makes me suspicious.""
Bob: ""I think Lena is the killer, not me. I was in the room when Regan was killed, but Lena was searching the closet at the time, and she didn't seem suspicious before. I'm going to vote for Lena because she's the one who suggested I might be the killer, which seems suspicious to me.""
Tim: ""I don't think the killer is Bob, he was just in the same room as Regan when she was killed, but he was searching the room as well and didn't seem suspicious. I think the killer is more likely Lena, she suggested that Bob was the killer and that's a pretty suspicious thing to say, especially since she was in the room at the same time as Regan and Bob. I'm going to vote for Lena because of this suspicious behavior and her quick accusation of Bob.""

Here are the votes:
Bryce voted to banish Lena
Lena voted to banish Bob
Bob voted to banish Lena
Tim voted to banish Lena
Lena was banished from the house!

Turn #3
        Location: Bedroom
        Other Players in Bedroom: Bob
        Your Action: Kill Bob

You killed Bob! Good job. You have 1 left to kill.

Bob was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Bryce
2. Tim
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Bryce: ""I think Tim is the killer, I searched the pillow and didn't find anything, and I didn't kill Regan or Bob, so it's likely that the killer was still in the room after the discussion, I'll vote for Tim.""
Tim: ""I think Bryce is the killer, he voted to banish Lena and then Lena was banished, but it seems suspicious that he voted for her and now she's gone, and he also accused me of being the killer, which makes me think he's trying to distract us from his own guilt, I'll vote for Bryce because his behavior and motives seem suspicious to me.""

Here are the votes:
Bryce voted to banish Tim
Tim voted to banish Bryce
There is a tie in votes, so nobody was banished.

Turn #4
        Location: Bedroom
        Other Players in Bedroom: Tim
        Your Action: Kill Tim

You killed Tim! Good job. You have 0 left to kill.

Game over!
        Everyone is either killed, banished, or escaped.
        Killed: 3
        Escaped: 0
        Banished: 1Game over!
        Everyone is either killed, banished, or escaped.
        Killed: 3
        Escaped: 0
        Banished: 1","['Search the pillow', 'Kill Regan', 'Kill Bob', 'Kill Tim']","['Lena', 'Tim']","[False, False]",,,
7,2,500.6395025253296,5,True,Player,AriGraphPlayer,Lena,llama,False,2,True,False,False,,,0.0,0.0,0.0,,0.0,"Turn #1
        Location: Bedroom
        Other Players in Bedroom: Regan, Bryce, and Bob
        Your Action: Search the pillow

You searched the pillow but didn't find the key.

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Regan, Bryce, and Bob
        Your Action: Search the closet

You found the key in the closet! Find the door and escape to win the game.

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Bryce
2. Lena
3. Bob
4. Tim
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Bryce: ""I don't think it's me, I searched the pillow and didn't find anything. I'm going to vote for Tim, I saw him being a bit suspicious when Regan died.""
Lena: ""I'm not entirely convinced by Bryce's suspicion of Tim, but I'll give him a chance. Considering Regan was killed when I was searching the closet, I think it's more likely that the killer was in the same room as me. I noticed that Bob was also in the room, and since I didn't find anything suspicious about him before Regan's death, I'm going to vote for Bob. I'm not sure what his motives are, but his presence in the room at the time of Regan's death makes me suspicious.""
Bob: ""I think Lena is the killer, not me. I was in the room when Regan was killed, but Lena was searching the closet at the time, and she didn't seem suspicious before. I'm going to vote for Lena because she's the one who suggested I might be the killer, which seems suspicious to me.""
Tim: ""I don't think the killer is Bob, he was just in the same room as Regan when she was killed, but he was searching the room as well and didn't seem suspicious. I think the killer is more likely Lena, she suggested that Bob was the killer and that's a pretty suspicious thing to say, especially since she was in the room at the same time as Regan and Bob. I'm going to vote for Lena because of this suspicious behavior and her quick accusation of Bob.""

Here are the votes:
Bryce voted to banish Lena
Lena voted to banish Bob
Bob voted to banish Lena
Tim voted to banish Lena
Lena was banished from the house!


You were banished from the house. You lose.","['Search the pillow', 'Search the closet']",['Bob'],[False],,"[5, 32, 16]","[1, 2, 12]"
8,2,500.6395025253296,5,True,Player,AriGraphPlayer,Bob,llama,False,3,False,True,False,,,0.0,0.0,0.0,,0.0,"Turn #1
        Location: Bedroom
        Other Players in Bedroom: Regan, Bryce, and Lena
        Your Action: Search the pillow

You searched the pillow but didn't find the key.

Turn #2
        Location: Bedroom
        Other Players in Bedroom: Regan, Bryce, and Lena
        Your Action: Search the closet

You found the key in the closet! Find the door and escape to win the game.

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Bryce
2. Lena
3. Bob
4. Tim
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Bryce: ""I don't think it's me, I searched the pillow and didn't find anything. I'm going to vote for Tim, I saw him being a bit suspicious when Regan died.""
Lena: ""I'm not entirely convinced by Bryce's suspicion of Tim, but I'll give him a chance. Considering Regan was killed when I was searching the closet, I think it's more likely that the killer was in the same room as me. I noticed that Bob was also in the room, and since I didn't find anything suspicious about him before Regan's death, I'm going to vote for Bob. I'm not sure what his motives are, but his presence in the room at the time of Regan's death makes me suspicious.""
Bob: ""I think Lena is the killer, not me. I was in the room when Regan was killed, but Lena was searching the closet at the time, and she didn't seem suspicious before. I'm going to vote for Lena because she's the one who suggested I might be the killer, which seems suspicious to me.""
Tim: ""I don't think the killer is Bob, he was just in the same room as Regan when she was killed, but he was searching the room as well and didn't seem suspicious. I think the killer is more likely Lena, she suggested that Bob was the killer and that's a pretty suspicious thing to say, especially since she was in the room at the same time as Regan and Bob. I'm going to vote for Lena because of this suspicious behavior and her quick accusation of Bob.""

Here are the votes:
Bryce voted to banish Lena
Lena voted to banish Bob
Bob voted to banish Lena
Tim voted to banish Lena
Lena was banished from the house!

Turn #3
        Location: Bedroom
        Other Players in Bedroom: Bryce
        Your Action: Go to the Hallway


You were killed by Bryce! You lose.","['Search the pillow', 'Search the closet', 'Go to the Hallway']",['Lena'],[False],,"[5, 22, 34, 5]","[0, 3, 15, 0]"
9,2,500.6395025253296,5,True,Player,AriGraphPlayer,Tim,llama,False,4,False,True,False,,,0.0,0.0,0.5,,0.5,"Turn #1
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Search the fridge

You searched the fridge but didn't find the key.

Turn #2
        Location: Kitchen
        Other Players in Kitchen: You are alone.
        Your Action: Go to the Hallway

Regan was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Bryce
2. Lena
3. Bob
4. Tim
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Bryce: ""I don't think it's me, I searched the pillow and didn't find anything. I'm going to vote for Tim, I saw him being a bit suspicious when Regan died.""
Lena: ""I'm not entirely convinced by Bryce's suspicion of Tim, but I'll give him a chance. Considering Regan was killed when I was searching the closet, I think it's more likely that the killer was in the same room as me. I noticed that Bob was also in the room, and since I didn't find anything suspicious about him before Regan's death, I'm going to vote for Bob. I'm not sure what his motives are, but his presence in the room at the time of Regan's death makes me suspicious.""
Bob: ""I think Lena is the killer, not me. I was in the room when Regan was killed, but Lena was searching the closet at the time, and she didn't seem suspicious before. I'm going to vote for Lena because she's the one who suggested I might be the killer, which seems suspicious to me.""
Tim: ""I don't think the killer is Bob, he was just in the same room as Regan when she was killed, but he was searching the room as well and didn't seem suspicious. I think the killer is more likely Lena, she suggested that Bob was the killer and that's a pretty suspicious thing to say, especially since she was in the room at the same time as Regan and Bob. I'm going to vote for Lena because of this suspicious behavior and her quick accusation of Bob.""

Here are the votes:
Bryce voted to banish Lena
Lena voted to banish Bob
Bob voted to banish Lena
Tim voted to banish Lena
Lena was banished from the house!

Turn #3
        Location: Hallway
        Other Players in Hallway: You are alone.
        Your Action: Go to the Bedroom

Bob was killed! Now the group will have a discussion about who they think the killer is. Try to be brief and tell about your suspicions. Reminder - these are active players: 
1. Bryce
2. Tim
One of them is the killer and shall be banished. Discuss your suspicions, and afterwards you will vote for the killer.
Bryce: ""I think Tim is the killer, I searched the pillow and didn't find anything, and I didn't kill Regan or Bob, so it's likely that the killer was still in the room after the discussion, I'll vote for Tim.""
Tim: ""I think Bryce is the killer, he voted to banish Lena and then Lena was banished, but it seems suspicious that he voted for her and now she's gone, and he also accused me of being the killer, which makes me think he's trying to distract us from his own guilt, I'll vote for Bryce because his behavior and motives seem suspicious to me.""

Here are the votes:
Bryce voted to banish Tim
Tim voted to banish Bryce
There is a tie in votes, so nobody was banished.

Turn #4
        Location: Bedroom
        Other Players in Bedroom: Bryce
        Your Action: Search the pillow


You were killed by Bryce! You lose.","['Search the fridge', 'Go to the Hallway', 'Go to the Bedroom', 'Search the pillow']","['Lena', 'Bryce']","[False, False]",,"[5, 13, 11, 10, 46, 9, 4]","[1, 2, 31, 17, 3, 10, 2]"
